bnumber,keyword
b3474,Reference proteome
b3474,Transmembrane
b3474,Transmembrane helix
b3474,Transport
b3475,Reference proteome
b3475,Transferase
b3476,3D-structure
b3476,Nickel
b3476,Periplasm
b3476,Reference proteome
b3476,Signal
b3476,Transport
b3477,Cell inner membrane
b3477,Cell membrane
b3477,Ion transport
b3477,Membrane
b3477,Nickel
b3477,Nickel transport
b3477,Reference proteome
b3477,Transmembrane
b3477,Transmembrane helix
b3477,Transport
b3478,Cell inner membrane
b3478,Cell membrane
b3478,Ion transport
b3478,Membrane
b3478,Nickel
b3478,Nickel transport
b3478,Reference proteome
b3478,Transmembrane
b3478,Transmembrane helix
b3478,Transport
b3479,ATP-binding
b3479,Cell inner membrane
b3479,Cell membrane
b3479,Ion transport
b3479,Membrane
b3479,Nickel
b3479,Nickel transport
b3479,Nucleotide-binding
b3479,Reference proteome
b3479,Translocase
b3479,Transport
b3480,ATP-binding
b3480,Cell inner membrane
b3480,Cell membrane
b3480,Ion transport
b3480,Membrane
b3480,Nickel
b3480,Nickel transport
b3480,Nucleotide-binding
b3480,Reference proteome
b3480,Translocase
b3480,Transport
b3481,3D-structure
b3481,DNA-binding
b3481,Direct protein sequencing
b3481,Metal-binding
b3481,Nickel
b3481,Reference proteome
b3481,Repressor
b3481,Transcription
b3481,Transcription regulation
b3482,Reference proteome
b3482,Repeat
b3483,Reference proteome
b3484,Reference proteome
b3485,Cell inner membrane
b3485,Cell membrane
b3485,Membrane
b3485,Reference proteome
b3485,Transmembrane
b3485,Transmembrane helix
b3485,Transport
b3486,ATP-binding
b3486,Cell inner membrane
b3486,Cell membrane
b3486,Hydrolase
b3486,Membrane
b3486,Nucleotide-binding
b3486,Reference proteome
b3486,Repeat
b3486,Transmembrane
b3486,Transmembrane helix
b3487,Reference proteome
b3487,Signal
b3488,Reference proteome
b3491,Cell inner membrane
b3491,Cell membrane
b3491,Membrane
b3491,Reference proteome
b3491,Transmembrane
b3491,Transmembrane helix
b3492,Reference proteome
b3493,Cell inner membrane
b3493,Cell membrane
b3493,Membrane
b3493,Phosphate transport
b3493,Reference proteome
b3493,Transmembrane
b3493,Transmembrane helix
b3493,Transport
b3494,Cell inner membrane
b3494,Cell membrane
b3494,Membrane
b3494,Reference proteome
b3494,Transmembrane
b3494,Transmembrane helix
b3495,Cytoplasm
b3495,Direct protein sequencing
b3495,Phosphoprotein
b3495,Reference proteome
b3496,Cell inner membrane
b3496,Cell membrane
b3496,Membrane
b3496,Peptide transport
b3496,Protein transport
b3496,Reference proteome
b3496,Transmembrane
b3496,Transmembrane helix
b3496,Transport
b3497,Cytoplasm
b3497,Methyltransferase
b3497,Reference proteome
b3497,S-adenosyl-L-methionine
b3497,Transferase
b3497,rRNA processing
b3498,Hydrolase
b3498,Metal-binding
b3498,Metalloprotease
b3498,Protease
b3498,Reference proteome
b3498,Zinc
b3499,3D-structure
b3499,Methyltransferase
b3499,RNA-binding
b3499,Reference proteome
b3499,S-adenosyl-L-methionine
b3499,Transferase
b3499,rRNA processing
b3500,3D-structure
b3500,Cytoplasm
b3500,Disulfide bond
b3500,FAD
b3500,Flavoprotein
b3500,NADP
b3500,Oxidoreductase
b3500,Redox-active center
b3500,Reference proteome
b3501,Arsenical resistance
b3501,DNA-binding
b3501,Reference proteome
b3501,Repressor
b3501,Transcription
b3501,Transcription regulation
b3502,Arsenical resistance
b3502,Cell inner membrane
b3502,Cell membrane
b3502,Membrane
b3502,Reference proteome
b3502,Transmembrane
b3502,Transmembrane helix
b3502,Transport
b3503,Arsenical resistance
b3503,Oxidoreductase
b3503,Reference proteome
b3504,Reference proteome
b3505,DNA recombination
b3505,DNA-binding
b3505,Reference proteome
b3505,Transposable element
b3505,Transposition
b3506,Cell outer membrane
b3506,Lipoprotein
b3506,Membrane
b3506,Palmitate
b3506,Reference proteome
b3506,Signal
b3507,DNA-binding
b3507,Reference proteome
b3507,Transcription
b3507,Transcription regulation
b3508,Cell inner membrane
b3508,Cell membrane
b3508,Magnesium
b3508,Membrane
b3508,Reference proteome
b3508,Transmembrane
b3508,Transmembrane helix
b3508,Transport
b3509,3D-structure
b3509,Acetylation
b3509,Chaperone
b3509,Direct protein sequencing
b3509,Periplasm
b3509,Reference proteome
b3509,Signal
b3510,3D-structure
b3510,Chaperone
b3510,Direct protein sequencing
b3510,Disulfide bond
b3510,Periplasm
b3510,Reference proteome
b3510,Signal
b3511,Cell inner membrane
b3511,Cell membrane
b3511,Membrane
b3511,Reference proteome
b3511,Transmembrane
b3511,Transmembrane helix
b3512,Activator
b3512,DNA-binding
b3512,Direct protein sequencing
b3512,Reference proteome
b3512,Stress response
b3512,Transcription
b3512,Transcription regulation
b3513,Antibiotic resistance
b3513,Cell inner membrane
b3513,Cell membrane
b3513,Lipoprotein
b3513,Membrane
b3513,Palmitate
b3513,Reference proteome
b3513,Signal
b3513,Transport
b3514,Antibiotic resistance
b3514,Cell inner membrane
b3514,Cell membrane
b3514,Membrane
b3514,Reference proteome
b3514,Transmembrane
b3514,Transmembrane helix
b3514,Transport
b3515,Activator
b3515,DNA-binding
b3515,Reference proteome
b3515,Repressor
b3515,Transcription
b3515,Transcription regulation
b3516,3D-structure
b3516,Activator
b3516,DNA-binding
b3516,Reference proteome
b3516,Repressor
b3516,Transcription
b3516,Transcription regulation
b3517,3D-structure
b3517,Decarboxylase
b3517,Direct protein sequencing
b3517,Lyase
b3517,Pyridoxal phosphate
b3517,Reference proteome
b3518,Electron transport
b3518,Heme
b3518,Iron
b3518,Metal-binding
b3518,Oxidoreductase
b3518,Peroxidase
b3518,Reference proteome
b3518,Transport
b3519,Cytoplasm
b3519,Direct protein sequencing
b3519,Glycosidase
b3519,Hydrolase
b3519,Reference proteome
b3520,DNA-binding
b3520,Reference proteome
b3520,Transcription
b3520,Transcription regulation
b3521,DNA-binding
b3521,Reference proteome
b3521,Transcription
b3521,Transcription regulation
b3522,Cell inner membrane
b3522,Cell membrane
b3522,Membrane
b3522,Reference proteome
b3522,Transmembrane
b3522,Transmembrane helix
b3523,Cell inner membrane
b3523,Cell membrane
b3523,Membrane
b3523,Reference proteome
b3523,Transmembrane
b3523,Transmembrane helix
b3523,Transport
b3524,Cell membrane
b3524,Membrane
b3524,Reference proteome
b3524,Transmembrane
b3524,Transmembrane helix
b3525,Hydrolase
b3525,Nucleotide-binding
b3525,Reference proteome
b3525,c-di-GMP
b3526,ATP-binding
b3526,Carbohydrate metabolism
b3526,Kinase
b3526,Nucleotide-binding
b3526,Reference proteome
b3526,Transferase
b3527,Direct protein sequencing
b3527,Hydrolase
b3527,Metalloprotease
b3527,Periplasm
b3527,Protease
b3527,Reference proteome
b3527,Signal
b3527,Zinc
b3528,Cell inner membrane
b3528,Cell membrane
b3528,Membrane
b3528,Reference proteome
b3528,Symport
b3528,Transmembrane
b3528,Transmembrane helix
b3528,Transport
b3529,Cell membrane
b3529,Hydrolase
b3529,Membrane
b3529,Reference proteome
b3529,Transmembrane
b3529,Transmembrane helix
b3529,c-di-GMP
b3530,3D-structure
b3530,Cellulose biosynthesis
b3530,Reference proteome
b3530,Repeat
b3530,Signal
b3530,TPR repeat
b3531,3D-structure
b3531,Carbohydrate metabolism
b3531,Cellulose degradation
b3531,Glycosidase
b3531,Hydrolase
b3531,Polysaccharide degradation
b3531,Reference proteome
b3531,Secreted
b3531,Signal
b3532,Cell inner membrane
b3532,Cell membrane
b3532,Cellulose biosynthesis
b3532,Membrane
b3532,Reference proteome
b3532,Signal
b3532,Transmembrane
b3532,Transmembrane helix
b3532,c-di-GMP
b3533,Cell inner membrane
b3533,Cell membrane
b3533,Cellulose biosynthesis
b3533,Glycosyltransferase
b3533,Membrane
b3533,Reference proteome
b3533,Transferase
b3533,Transmembrane
b3533,Transmembrane helix
b3533,c-di-GMP
b3534,ATP-binding
b3534,Nucleotide-binding
b3534,Reference proteome
b3535,Cellulose biosynthesis
b3535,Reference proteome
b3536,3D-structure
b3536,Cellulose biosynthesis
b3536,Nucleotide-binding
b3536,Reference proteome
b3537,Cell inner membrane
b3537,Cell membrane
b3537,Cellulose biosynthesis
b3537,Membrane
b3537,Reference proteome
b3537,Transmembrane
b3537,Transmembrane helix
b3538,3D-structure
b3538,Cell inner membrane
b3538,Cell membrane
b3538,Cellulose biosynthesis
b3538,Membrane
b3538,Reference proteome
b3538,Transmembrane
b3538,Transmembrane helix
b3539,Cell inner membrane
b3539,Cell membrane
b3539,Membrane
b3539,Reference proteome
b3539,Transmembrane
b3539,Transmembrane helix
b3539,Transport
b3540,ATP-binding
b3540,Cell inner membrane
b3540,Cell membrane
b3540,Membrane
b3540,Nucleotide-binding
b3540,Peptide transport
b3540,Protein transport
b3540,Reference proteome
b3540,Translocase
b3540,Transport
b3541,ATP-binding
b3541,Cell inner membrane
b3541,Cell membrane
b3541,Membrane
b3541,Nucleotide-binding
b3541,Peptide transport
b3541,Protein transport
b3541,Reference proteome
b3541,Translocase
b3541,Transport
b3542,Cell inner membrane
b3542,Cell membrane
b3542,Membrane
b3542,Peptide transport
b3542,Protein transport
b3542,Reference proteome
b3542,Transmembrane
b3542,Transmembrane helix
b3542,Transport
b3543,Cell inner membrane
b3543,Cell membrane
b3543,Membrane
b3543,Peptide transport
b3543,Protein transport
b3543,Reference proteome
b3543,Transmembrane
b3543,Transmembrane helix
b3543,Transport
b3544,3D-structure
b3544,Chemotaxis
b3544,Direct protein sequencing
b3544,Disulfide bond
b3544,Peptide transport
b3544,Periplasm
b3544,Protein transport
b3544,Reference proteome
b3544,Signal
b3544,Transport
b3546,Cell inner membrane
b3546,Cell membrane
b3546,Direct protein sequencing
b3546,Lipid A biosynthesis
b3546,Lipid biosynthesis
b3546,Lipid metabolism
b3546,Lipopolysaccharide biosynthesis
b3546,Membrane
b3546,Reference proteome
b3546,Transferase
b3546,Transmembrane
b3546,Transmembrane helix
b3547,Cell inner membrane
b3547,Cell membrane
b3547,Membrane
b3547,Reference proteome
b3547,Transmembrane
b3547,Transmembrane helix
b3547,Transport
b3548,Reference proteome
b3549,3D-structure
b3549,DNA damage
b3549,DNA repair
b3549,Direct protein sequencing
b3549,Hydrolase
b3549,Metal-binding
b3549,Reference proteome
b3549,Zinc
b3550,Acyltransferase
b3550,Reference proteome
b3550,Transferase
b3551,Metal-binding
b3551,Molybdenum
b3551,Oxidoreductase
b3551,Reference proteome
b3552,3D-structure
b3552,Cell inner membrane
b3552,Cell membrane
b3552,Cell outer membrane
b3552,Lipoprotein
b3552,Membrane
b3552,Palmitate
b3552,Reference proteome
b3552,Signal
b3552,Transmembrane
b3552,Transmembrane helix
b3553,Cytoplasm
b3553,Direct protein sequencing
b3553,Gluconate utilization
b3553,NAD
b3553,NADP
b3553,Oxidoreductase
b3553,Reference proteome
b3554,Reference proteome
b3555,DNA-binding
b3555,Reference proteome
b3555,Transcription
b3555,Transcription regulation
b3556,3D-structure
b3556,Activator
b3556,Cytoplasm
b3556,DNA-binding
b3556,Direct protein sequencing
b3556,Reference proteome
b3556,Stress response
b3556,Transcription
b3556,Transcription regulation
b3557,Reference proteome
b3557,Transposable element
b3558,DNA recombination
b3558,DNA-binding
b3558,Reference proteome
b3558,Transposable element
b3558,Transposition
b3559,ATP-binding
b3559,Aminoacyl-tRNA synthetase
b3559,Cytoplasm
b3559,Direct protein sequencing
b3559,Ligase
b3559,Nucleotide-binding
b3559,Protein biosynthesis
b3559,Reference proteome
b3560,ATP-binding
b3560,Aminoacyl-tRNA synthetase
b3560,Cytoplasm
b3560,Ligase
b3560,Nucleotide-binding
b3560,Protein biosynthesis
b3560,Reference proteome
b3561,Acyltransferase
b3561,Cell inner membrane
b3561,Cell membrane
b3561,Membrane
b3561,Reference proteome
b3561,Transferase
b3561,Transmembrane
b3561,Transmembrane helix
b3562,Cell inner membrane
b3562,Cell membrane
b3562,Membrane
b3562,Reference proteome
b3562,Transmembrane
b3562,Transmembrane helix
b3563,Cell inner membrane
b3563,Cell membrane
b3563,Membrane
b3563,Reference proteome
b3563,Transmembrane
b3563,Transmembrane helix
b3564,3D-structure
b3564,ATP-binding
b3564,Allosteric enzyme
b3564,Carbohydrate metabolism
b3564,Direct protein sequencing
b3564,Kinase
b3564,Nucleotide-binding
b3564,Reference proteome
b3564,Transferase
b3564,Xylose metabolism
b3565,Carbohydrate metabolism
b3565,Cytoplasm
b3565,Isomerase
b3565,Magnesium
b3565,Metal-binding
b3565,Reference proteome
b3565,Xylose metabolism
b3566,3D-structure
b3566,Direct protein sequencing
b3566,Periplasm
b3566,Reference proteome
b3566,Signal
b3566,Sugar transport
b3566,Transport
b3567,ATP-binding
b3567,Cell inner membrane
b3567,Cell membrane
b3567,Membrane
b3567,Nucleotide-binding
b3567,Reference proteome
b3567,Repeat
b3567,Sugar transport
b3567,Translocase
b3567,Transport
b3568,Cell inner membrane
b3568,Cell membrane
b3568,Membrane
b3568,Reference proteome
b3568,Sugar transport
b3568,Transmembrane
b3568,Transmembrane helix
b3568,Transport
b3569,3D-structure
b3569,DNA-binding
b3569,Reference proteome
b3569,Transcription
b3569,Transcription regulation
b3570,ATP-binding
b3570,Nucleotide-binding
b3570,Reference proteome
b3571,Calcium
b3571,Carbohydrate metabolism
b3571,Direct protein sequencing
b3571,Disulfide bond
b3571,Glycosidase
b3571,Hydrolase
b3571,Metal-binding
b3571,Periplasm
b3571,Reference proteome
b3571,Signal
b3572,Aminotransferase
b3572,Cytoplasm
b3572,Pyridoxal phosphate
b3572,Reference proteome
b3572,Transferase
b3573,4Fe-4S
b3573,Electron transport
b3573,Iron
b3573,Iron-sulfur
b3573,Metal-binding
b3573,Reference proteome
b3573,Repeat
b3573,Transport
b3574,3D-structure
b3574,DNA-binding
b3574,Reference proteome
b3574,Repressor
b3574,Transcription
b3574,Transcription regulation
b3575,3D-structure
b3575,Cytoplasm
b3575,NAD
b3575,Oxidoreductase
b3575,Reference proteome
b3576,Reference proteome
b3577,Cell inner membrane
b3577,Cell membrane
b3577,Membrane
b3577,Reference proteome
b3577,Transmembrane
b3577,Transmembrane helix
b3577,Transport
b3578,Cell inner membrane
b3578,Cell membrane
b3578,Membrane
b3578,Reference proteome
b3578,Transmembrane
b3578,Transmembrane helix
b3578,Transport
b3579,Periplasm
b3579,Reference proteome
b3579,Signal
b3579,Transport
b3580,ATP-binding
b3580,Carbohydrate metabolism
b3580,Kinase
b3580,Nucleotide-binding
b3580,Reference proteome
b3580,Transferase
b3581,Carbohydrate metabolism
b3581,Decarboxylase
b3581,Lyase
b3581,Magnesium
b3581,Metal-binding
b3581,Reference proteome
b3582,Carbohydrate metabolism
b3582,Isomerase
b3582,Reference proteome
b3583,Carbohydrate metabolism
b3583,Isomerase
b3583,Metal-binding
b3583,Reference proteome
b3583,Zinc
b3584,Cell outer membrane
b3584,Membrane
b3584,Reference proteome
b3584,Signal
b3585,DNA-binding
b3585,Reference proteome
b3585,Transcription
b3585,Transcription regulation
b3586,Cell inner membrane
b3586,Cell membrane
b3586,Membrane
b3586,Reference proteome
b3586,Signal
b3586,Transmembrane
b3586,Transmembrane helix
b3587,Cell inner membrane
b3587,Cell membrane
b3587,Membrane
b3587,Reference proteome
b3587,Transmembrane
b3587,Transmembrane helix
b3588,Direct protein sequencing
b3588,Magnesium
b3588,NADP
b3588,Oxidoreductase
b3588,Reference proteome
b3589,Iron
b3589,NAD
b3589,Oxidoreductase
b3589,Reference proteome
b3590,3D-structure
b3590,Cytoplasm
b3590,GTP-binding
b3590,Nucleotide-binding
b3590,Protein biosynthesis
b3590,Reference proteome
b3591,Cytoplasm
b3591,Protein biosynthesis
b3591,Pyridoxal phosphate
b3591,Reference proteome
b3591,Selenium
b3591,Transferase
b3592,3D-structure
b3592,Reference proteome
b3593,Reference proteome
b3593,Repeat
b3594,3D-structure
b3594,Reference proteome
b3595,Reference proteome
b3596,Reference proteome
b3596,Signal
b3597,Cell inner membrane
b3597,Cell membrane
b3597,Membrane
b3597,Reference proteome
b3597,Transmembrane
b3597,Transmembrane helix
b3598,Reference proteome
b3599,3D-structure
b3599,Cell inner membrane
b3599,Cell membrane
b3599,Kinase
b3599,Membrane
b3599,Phosphoprotein
b3599,Phosphotransferase system
b3599,Reference proteome
b3599,Sugar transport
b3599,Transferase
b3599,Transmembrane
b3599,Transmembrane helix
b3599,Transport
b3600,Acetylation
b3600,Direct protein sequencing
b3600,NAD
b3600,Oxidoreductase
b3600,Reference proteome
b3601,3D-structure
b3601,Reference proteome
b3601,Repressor
b3601,Transcription
b3601,Transcription regulation
b3602,Cytoplasm
b3602,Reference proteome
b3603,Cell inner membrane
b3603,Cell membrane
b3603,Membrane
b3603,Reference proteome
b3603,Transmembrane
b3603,Transmembrane helix
b3603,Transport
b3604,DNA-binding
b3604,Reference proteome
b3604,Transcription
b3604,Transcription regulation
b3605,Cell inner membrane
b3605,Cell membrane
b3605,FMN
b3605,Flavoprotein
b3605,Membrane
b3605,Oxidoreductase
b3605,Reference proteome
b3606,3D-structure
b3606,Cytoplasm
b3606,Methyltransferase
b3606,Reference proteome
b3606,S-adenosyl-L-methionine
b3606,Transferase
b3606,tRNA processing
b3607,3D-structure
b3607,Acyltransferase
b3607,Amino-acid biosynthesis
b3607,Cysteine biosynthesis
b3607,Cytoplasm
b3607,Reference proteome
b3607,Repeat
b3607,Transferase
b3608,Cytoplasm
b3608,Lipid biosynthesis
b3608,Lipid metabolism
b3608,NAD
b3608,Oxidoreductase
b3608,Phospholipid biosynthesis
b3608,Phospholipid metabolism
b3608,Reference proteome
b3609,3D-structure
b3609,Chaperone
b3609,Cytoplasm
b3609,Protein transport
b3609,Reference proteome
b3609,Translocation
b3609,Transport
b3610,3D-structure
b3610,Deoxyribonucleotide synthesis
b3610,Direct protein sequencing
b3610,Disulfide bond
b3610,Electron transport
b3610,Redox-active center
b3610,Reference proteome
b3610,Transport
b3611,Acetylation
b3611,Reference proteome
b3612,Glycolysis
b3612,Isomerase
b3612,Manganese
b3612,Metal-binding
b3612,Reference proteome
b3613,3D-structure
b3613,Cell cycle
b3613,Cell division
b3613,Coiled coil
b3613,Periplasm
b3613,Reference proteome
b3613,Signal
b3614,Reference proteome
b3614,Signal
b3615,Glycosyltransferase
b3615,Reference proteome
b3615,Transferase
b3616,Cobalt
b3616,Cytoplasm
b3616,Direct protein sequencing
b3616,Metal-binding
b3616,NAD
b3616,Oxidoreductase
b3616,Reference proteome
b3616,Zinc
b3617,3D-structure
b3617,Acyltransferase
b3617,Direct protein sequencing
b3617,Pyridoxal phosphate
b3617,Reference proteome
b3617,Transferase
b3618,Reference proteome
b3619,3D-structure
b3619,Acetylation
b3619,Carbohydrate metabolism
b3619,Direct protein sequencing
b3619,Isomerase
b3619,Lipopolysaccharide biosynthesis
b3619,NAD
b3619,NADP
b3619,Reference proteome
b3619,Stress response
b3620,3D-structure
b3620,Glycosyltransferase
b3620,Lipopolysaccharide biosynthesis
b3620,Reference proteome
b3620,Transferase
b3621,3D-structure
b3621,Direct protein sequencing
b3621,Glycosyltransferase
b3621,Lipopolysaccharide biosynthesis
